UID,Province_State,Combined_Key,7/11/20,7/12/20,7/13/20,7/14/20
84041063,Oregon,"Wallowa, Oregon, US",0,0,0,0
84041065,Oregon,"Wasco, Oregon, US",1,1,1,2
84041067,Oregon,"Washington, Oregon, US",20,21,21,21
84041069,Oregon,"Wheeler, Oregon, US",0,0,0,0
84041071,Oregon,"Yamhill, Oregon, US",9,9,9,9
84042001,Pennsylvania,"Adams, Pennsylvania, US",14,14,14,14
84042003,Pennsylvania,"Allegheny, Pennsylvania, US",193,195,197,199
84042005,Pennsylvania,"Armstrong, Pennsylvania, US",6,6,6,6
84042007,Pennsylvania,"Beaver, Pennsylvania, US",79,79,79,79
84042009,Pennsylvania,"Bedford, Pennsylvania, US",4,4,4,4
84042011,Pennsylvania,"Berks, Pennsylvania, US",358,358,358,358
84042013,Pennsylvania,"Blair, Pennsylvania, US",1,1,1,1
84042015,Pennsylvania,"Bradford, Pennsylvania, US",3,3,3,3
84042017,Pennsylvania,"Bucks, Pennsylvania, US",572,572,572,572
84042019,Pennsylvania,"Butler, Pennsylvania, US",13,13,13,13
84042021,Pennsylvania,"Cambria, Pennsylvania, US",3,3,3,3
84042023,Pennsylvania,"Cameron, Pennsylvania, US",0,0,0,0
84042025,Pennsylvania,"Carbon, Pennsylvania, US",27,27,27,27
84042027,Pennsylvania,"Centre, Pennsylvania, US",8,8,8,8
84042029,Pennsylvania,"Chester, Pennsylvania, US",333,333,333,333
84042031,Pennsylvania,"Clarion, Pennsylvania, US",2,2,2,2
84042033,Pennsylvania,"Clearfield, Pennsylvania, US",0,0,0,0
84042035,Pennsylvania,"Clinton, Pennsylvania, US",4,4,5,5
84042037,Pennsylvania,"Columbia, Pennsylvania, US",35,35,35,35
84042039,Pennsylvania,"Crawford, Pennsylvania, US",1,1,1,1
84042041,Pennsylvania,"Cumberland, Pennsylvania, US",66,66,66,66
84042043,Pennsylvania,"Dauphin, Pennsylvania, US",149,149,149,149
84042045,Pennsylvania,"Delaware, Pennsylvania, US",668,668,668,669
84042047,Pennsylvania,"Elk, Pennsylvania, US",0,0,0,0
84042049,Pennsylvania,"Erie, Pennsylvania, US",13,13,13,13
84042051,Pennsylvania,"Fayette, Pennsylvania, US",4,4,4,4
84042053,Pennsylvania,"Forest, Pennsylvania, US",0,0,0,0
84042055,Pennsylvania,"Franklin, Pennsylvania, US",46,46,46,46
84042057,Pennsylvania,"Fulton, Pennsylvania, US",1,1,1,1
84042059,Pennsylvania,"Greene, Pennsylvania, US",0,0,0,0
84042061,Pennsylvania,"Huntingdon, Pennsylvania, US",4,4,4,4
84042063,Pennsylvania,"Indiana, Pennsylvania, US",6,6,6,6
84042065,Pennsylvania,"Jefferson, Pennsylvania, US",1,1,1,1
84042067,Pennsylvania,"Juniata, Pennsylvania, US",6,6,6,6
84042069,Pennsylvania,"Lackawanna, Pennsylvania, US",209,209,209,211
84042071,Pennsylvania,"Lancaster, Pennsylvania, US",383,383,383,386
84042073,Pennsylvania,"Lawrence, Pennsylvania, US",9,9,9,9
84042075,Pennsylvania,"Lebanon, Pennsylvania, US",50,50,50,50
84042077,Pennsylvania,"Lehigh, Pennsylvania, US",324,326,327,329
84042079,Pennsylvania,"Luzerne, Pennsylvania, US",181,181,181,181
84042081,Pennsylvania,"Lycoming, Pennsylvania, US",20,20,20,20
84042083,Pennsylvania,"McKean,Pennsylvania,US",1,1,1,1
84042085,Pennsylvania,"Mercer, Pennsylvania, US",6,6,6,6
84042087,Pennsylvania,"Mifflin, Pennsylvania, US",1,1,1,1
84042089,Pennsylvania,"Monroe, Pennsylvania, US",111,111,111,111
84042091,Pennsylvania,"Montgomery, Pennsylvania, US",829,829,829,829
84042093,Pennsylvania,"Montour, Pennsylvania, US",2,2,2,2
84042095,Pennsylvania,"Northampton, Pennsylvania, US",279,279,279,281
84042097,Pennsylvania,"Northumberland, Pennsylvania, US",8,9,9,10
84042099,Pennsylvania,"Perry, Pennsylvania, US",5,5,5,5
84042101,Pennsylvania,"Philadelphia, Pennsylvania, US",1636,1637,1640,1646
84042103,Pennsylvania,"Pike, Pennsylvania, US",21,21,21,21
84042105,Pennsylvania,"Potter, Pennsylvania, US",0,0,0,0
84042107,Pennsylvania,"Schuylkill, Pennsylvania, US",47,47,47,48
84042109,Pennsylvania,"Snyder, Pennsylvania, US",2,2,2,2
84042111,Pennsylvania,"Somerset, Pennsylvania, US",1,1,1,1
84042113,Pennsylvania,"Sullivan, Pennsylvania, US",0,0,0,0
84042115,Pennsylvania,"Susquehanna, Pennsylvania, US",25,25,25,25
84042117,Pennsylvania,"Tioga, Pennsylvania, US",2,2,2,2
84042119,Pennsylvania,"Union, Pennsylvania, US",2,2,2,2
84042121,Pennsylvania,"Venango, Pennsylvania, US",0,0,0,0
84042123,Pennsylvania,"Warren, Pennsylvania, US",1,1,1,1
84042125,Pennsylvania,"Washington, Pennsylvania, US",6,6,6,6
84042127,Pennsylvania,"Wayne, Pennsylvania, US",8,8,8,8
84042129,Pennsylvania,"Westmoreland, Pennsylvania, US",39,39,39,39
84042131,Pennsylvania,"Wyoming, Pennsylvania, US",7,7,7,7
84042133,Pennsylvania,"York, Pennsylvania, US",62,63,63,63
84044001,Rhode Island,"Bristol, Rhode Island, US",0,0,0,0
84044003,Rhode Island,"Kent, Rhode Island, US",0,0,0,0
84044005,Rhode Island,"Newport, Rhode Island, US",0,0,0,0
84044007,Rhode Island,"Providence, Rhode Island, US",0,0,0,0
84044009,Rhode Island,"Washington, Rhode Island, US",0,0,0,0
84045001,South Carolina,"Abbeville, South Carolina, US",1,1,1,1
84045003,South Carolina,"Aiken, South Carolina, US",13,13,13,13
84045005,South Carolina,"Allendale, South Carolina, US",3,3,3,3
84045007,South Carolina,"Anderson, South Carolina, US",19,20,20,20
84045009,South Carolina,"Bamberg, South Carolina, US",2,2,3,3
84045011,South Carolina,"Barnwell, South Carolina, US",1,1,1,1
84045013,South Carolina,"Beaufort, South Carolina, US",23,23,23,23
84045015,South Carolina,"Berkeley, South Carolina, US",25,25,25,28
84045017,South Carolina,"Calhoun, South Carolina, US",2,2,2,2
84045019,South Carolina,"Charleston, South Carolina, US",59,60,61,67
84045021,South Carolina,"Cherokee, South Carolina, US",9,9,9,9
84045023,South Carolina,"Chester, South Carolina, US",3,4,4,4
84045025,South Carolina,"Chesterfield, South Carolina, US",15,15,15,15
84045027,South Carolina,"Clarendon, South Carolina, US",45,46,47,47
84045029,South Carolina,"Colleton, South Carolina, US",22,22,22,23
84045031,South Carolina,"Darlington, South Carolina, US",17,17,17,17
84045033,South Carolina,"Dillon, South Carolina, US",14,14,14,14
84045035,South Carolina,"Dorchester, South Carolina, US",8,8,8,8
84045037,South Carolina,"Edgefield, South Carolina, US",4,4,4,4
84045039,South Carolina,"Fairfield, South Carolina, US",22,22,22,22
84045041,South Carolina,"Florence, South Carolina, US",58,58,58,59
84045043,South Carolina,"Georgetown, South Carolina, US",7,7,7,9
84045045,South Carolina,"Greenville, South Carolina, US",103,105,106,106
84045047,South Carolina,"Greenwood, South Carolina, US",7,7,7,7
84045049,South Carolina,"Hampton, South Carolina, US",3,3,3,3
84045051,South Carolina,"Horry, South Carolina, US",72,73,73,75
84045053,South Carolina,"Jasper, South Carolina, US",3,3,3,3
84045055,South Carolina,"Kershaw, South Carolina, US",17,17,17,17
84045057,South Carolina,"Lancaster, South Carolina, US",15,15,15,16
84045059,South Carolina,"Laurens, South Carolina, US",14,14,14,14
84045061,South Carolina,"Lee, South Carolina, US",22,23,23,23
84045063,South Carolina,"Lexington, South Carolina, US",59,61,62,64
84045065,South Carolina,"McCormick, South Carolina, US",2,2,2,2
84045067,South Carolina,"Marion, South Carolina, US",9,9,10,10
84045069,South Carolina,"Marlboro, South Carolina, US",4,4,4,4
84045071,South Carolina,"Newberry, South Carolina, US",5,5,4,4
84045073,South Carolina,"Oconee, South Carolina, US",1,1,1,1
84045075,South Carolina,"Orangeburg, South Carolina, US",21,21,25,26
84045077,South Carolina,"Pickens, South Carolina, US",7,7,8,8
84045079,South Carolina,"Richland, South Carolina, US",98,98,99,99
84045081,South Carolina,"Saluda, South Carolina, US",2,2,2,2
84045083,South Carolina,"Spartanburg, South Carolina, US",58,58,58,57
84045085,South Carolina,"Sumter, South Carolina, US",30,30,29,31
84045087,South Carolina,"Union, South Carolina, US",0,0,0,0
84045089,South Carolina,"Williamsburg, South Carolina, US",15,15,15,16
84045091,South Carolina,"York, South Carolina, US",12,12,13,13
84046003,South Dakota,"Aurora, South Dakota, US",0,0,0,0
84046005,South Dakota,"Beadle, South Dakota, US",8,8,8,8
84046007,South Dakota,"Bennett, South Dakota, US",0,0,0,0
84046009,South Dakota,"Bon Homme, South Dakota, US",0,0,0,0
84046011,South Dakota,"Brookings, South Dakota, US",0,0,0,0
84046013,South Dakota,"Brown, South Dakota, US",2,2,2,2
84046015,South Dakota,"Brule, South Dakota, US",0,0,0,0
84046017,South Dakota,"Buffalo, South Dakota, US",3,3,3,3
84046019,South Dakota,"Butte, South Dakota, US",0,0,0,0
84046021,South Dakota,"Campbell, South Dakota, US",0,0,0,0
84046023,South Dakota,"Charles Mix, South Dakota, US",0,0,0,0
84046025,South Dakota,"Clark, South Dakota, US",0,0,0,0
84046027,South Dakota,"Clay, South Dakota, US",0,0,0,0
84046029,South Dakota,"Codington, South Dakota, US",0,0,0,0
84046031,South Dakota,"Corson, South Dakota, US",0,0,0,0
84046033,South Dakota,"Custer, South Dakota, US",0,0,0,0
84046035,South Dakota,"Davison, South Dakota, US",0,0,0,0
84046037,South Dakota,"Day, South Dakota, US",0,0,0,0
84046039,South Dakota,"Deuel, South Dakota, US",0,0,0,0
84046041,South Dakota,"Dewey, South Dakota, US",0,0,0,0
84046043,South Dakota,"Douglas, South Dakota, US",0,0,0,0
84046045,South Dakota,"Edmunds, South Dakota, US",0,0,0,0
84046047,South Dakota,"Fall River, South Dakota, US",0,0,0,0
84046049,South Dakota,"Faulk, South Dakota, US",1,1,1,1
84046051,South Dakota,"Grant, South Dakota, US",0,0,0,0
84046053,South Dakota,"Gregory, South Dakota, US",0,0,0,0
84046055,South Dakota,"Haakon, South Dakota, US",0,0,0,0
84046057,South Dakota,"Hamlin, South Dakota, US",0,0,0,0
84046059,South Dakota,"Hand, South Dakota, US",0,0,0,0
84046061,South Dakota,"Hanson, South Dakota, US",0,0,0,0
84046063,South Dakota,"Harding, South Dakota, US",0,0,0,0
84046065,South Dakota,"Hughes, South Dakota, US",2,2,2,2
84046067,South Dakota,"Hutchinson, South Dakota, US",0,0,0,0
84046069,South Dakota,"Hyde, South Dakota, US",0,0,0,0
84046071,South Dakota,"Jackson, South Dakota, US",1,1,1,1
84046073,South Dakota,"Jerauld, South Dakota, US",1,1,1,1
84046075,South Dakota,"Jones, South Dakota, US",0,0,0,0
84046077,South Dakota,"Kingsbury, South Dakota, US",0,0,0,0
84046079,South Dakota,"Lake, South Dakota, US",1,1,1,1
84046081,South Dakota,"Lawrence, South Dakota, US",0,0,0,0
84046083,South Dakota,"Lincoln, South Dakota, US",1,1,1,1
84046085,South Dakota,"Lyman, South Dakota, US",1,1,1,1
84046087,South Dakota,"McCook, South Dakota, US",1,1,1,1
84046089,South Dakota,"McPherson, South Dakota, US",0,0,0,0
84046091,South Dakota,"Marshall, South Dakota, US",0,0,0,0
84046093,South Dakota,"Meade, South Dakota, US",1,1,1,1
84046095,South Dakota,"Mellette, South Dakota, US",0,0,0,0
84046097,South Dakota,"Miner, South Dakota, US",0,0,0,0
84046099,South Dakota,"Minnehaha, South Dakota, US",60,60,60,60
84046101,South Dakota,"Moody, South Dakota, US",0,0,0,0
84046102,South Dakota,"Oglala Lakota, South Dakota, US",0,0,0,0
84046103,South Dakota,"Pennington, South Dakota, US",21,21,21,21
84046105,South Dakota,"Perkins, South Dakota, US",0,0,0,0
84046107,South Dakota,"Potter, South Dakota, US",0,0,0,0
84046109,South Dakota,"Roberts, South Dakota, US",0,0,0,0
84046111,South Dakota,"Sanborn, South Dakota, US",0,0,0,0
84046115,South Dakota,"Spink, South Dakota, US",0,0,0,0
84046117,South Dakota,"Stanley, South Dakota, US",0,0,0,0
84046119,South Dakota,"Sully, South Dakota, US",0,0,0,0
84046121,South Dakota,"Todd, South Dakota, US",2,2,2,2
84046123,South Dakota,"Tripp, South Dakota, US",0,0,0,0
84046125,South Dakota,"Turner, South Dakota, US",0,0,0,0
84046127,South Dakota,"Union, South Dakota, US",1,1,1,1
84046129,South Dakota,"Walworth, South Dakota, US",0,0,0,0
84046135,South Dakota,"Yankton, South Dakota, US",2,2,2,2
84046137,South Dakota,"Ziebach, South Dakota, US",0,0,0,0
84047001,Tennessee,"Anderson, Tennessee, US",2,2,2,2
84047003,Tennessee,"Bedford, Tennessee, US",9,9,9,9
84047005,Tennessee,"Benton, Tennessee, US",1,1,1,1
84047007,Tennessee,"Bledsoe, Tennessee, US",1,1,1,1
84047009,Tennessee,"Blount, Tennessee, US",3,3,3,3
84047011,Tennessee,"Bradley, Tennessee, US",4,4,4,5
84047013,Tennessee,"Campbell, Tennessee, US",1,1,1,1
84047015,Tennessee,"Cannon, Tennessee, US",0,0,0,0
84047017,Tennessee,"Carroll, Tennessee, US",1,1,1,1
84047019,Tennessee,"Carter, Tennessee, US",1,2,2,2
84047021,Tennessee,"Cheatham, Tennessee, US",3,3,3,3
84047023,Tennessee,"Chester, Tennessee, US",0,0,0,0
84047025,Tennessee,"Claiborne, Tennessee, US",0,0,0,0
84047027,Tennessee,"Clay, Tennessee, US",0,0,0,0
84047029,Tennessee,"Cocke, Tennessee, US",0,0,0,0
84047031,Tennessee,"Coffee, Tennessee, US",0,0,0,0
84047033,Tennessee,"Crockett, Tennessee, US",3,3,3,3
84047035,Tennessee,"Cumberland, Tennessee, US",4,4,4,5
84047037,Tennessee,"Davidson, Tennessee, US",143,143,146,155
84047039,Tennessee,"Decatur, Tennessee, US",0,0,0,0
84047041,Tennessee,"DeKalb,Tennessee,US",0,0,0,0
84047043,Tennessee,"Dickson, Tennessee, US",0,0,0,0
84047045,Tennessee,"Dyer, Tennessee, US",3,3,3,3
84047047,Tennessee,"Fayette, Tennessee, US",5,5,5,6
84047049,Tennessee,"Fentress, Tennessee, US",0,0,0,0
84047051,Tennessee,"Franklin, Tennessee, US",3,3,3,3
84047053,Tennessee,"Gibson, Tennessee, US",1,1,1,1
84047055,Tennessee,"Giles, Tennessee, US",1,1,1,1
84047057,Tennessee,"Grainger, Tennessee, US",0,0,0,0
84047059,Tennessee,"Greene, Tennessee, US",2,2,2,2
84047061,Tennessee,"Grundy, Tennessee, US",2,2,2,2
84047063,Tennessee,"Hamblen, Tennessee, US",4,4,4,4
84047065,Tennessee,"Hamilton, Tennessee, US",38,38,38,38
84047067,Tennessee,"Hancock, Tennessee, US",0,0,0,0
84047069,Tennessee,"Hardeman, Tennessee, US",4,4,4,4
84047071,Tennessee,"Hardin, Tennessee, US",7,7,7,7
84047073,Tennessee,"Hawkins, Tennessee, US",2,2,2,2
84047075,Tennessee,"Haywood, Tennessee, US",3,3,3,3
84047077,Tennessee,"Henderson, Tennessee, US",0,0,0,0
84047079,Tennessee,"Henry, Tennessee, US",0,0,0,0
84047081,Tennessee,"Hickman, Tennessee, US",0,0,0,0
84047083,Tennessee,"Houston, Tennessee, US",0,0,0,0
84047085,Tennessee,"Humphreys, Tennessee, US",2,2,2,2
84047087,Tennessee,"Jackson, Tennessee, US",0,0,0,0
84047089,Tennessee,"Jefferson, Tennessee, US",1,1,1,1
84047091,Tennessee,"Johnson, Tennessee, US",0,0,0,0
84047093,Tennessee,"Knox, Tennessee, US",9,9,10,12
84047095,Tennessee,"Lake, Tennessee, US",0,0,0,0
84047097,Tennessee,"Lauderdale, Tennessee, US",4,4,4,4
84047099,Tennessee,"Lawrence, Tennessee, US",6,6,6,6
84047101,Tennessee,"Lewis, Tennessee, US",0,0,0,0
84047103,Tennessee,"Lincoln, Tennessee, US",0,0,0,0
84047105,Tennessee,"Loudon, Tennessee, US",2,2,2,2
84047107,Tennessee,"McMinn, Tennessee, US",19,19,19,19
84047109,Tennessee,"McNairy, Tennessee, US",1,1,1,1
84047111,Tennessee,"Macon, Tennessee, US",7,7,7,7
84047113,Tennessee,"Madison, Tennessee, US",2,2,2,2
84047115,Tennessee,"Marion, Tennessee, US",4,4,4,4
84047117,Tennessee,"Marshall, Tennessee, US",2,2,2,2
84047119,Tennessee,"Maury, Tennessee, US",3,3,3,3
84047121,Tennessee,"Meigs, Tennessee, US",0,0,0,0
84047123,Tennessee,"Monroe, Tennessee, US",6,6,6,6
84047125,Tennessee,"Montgomery, Tennessee, US",7,7,7,7
84047127,Tennessee,"Moore, Tennessee, US",0,0,0,0
84047129,Tennessee,"Morgan, Tennessee, US",1,1,1,1
84047131,Tennessee,"Obion, Tennessee, US",2,3,3,3
84047133,Tennessee,"Overton, Tennessee, US",1,1,1,1
84047135,Tennessee,"Perry, Tennessee, US",0,0,0,0
84047137,Tennessee,"Pickett, Tennessee, US",0,0,0,0
84047139,Tennessee,"Polk, Tennessee, US",0,0,0,0
84047141,Tennessee,"Putnam, Tennessee, US",7,7,7,7
84047143,Tennessee,"Rhea, Tennessee, US",0,0,0,0
84047145,Tennessee,"Roane, Tennessee, US",0,0,0,0
84047147,Tennessee,"Robertson, Tennessee, US",13,13,13,13
84047149,Tennessee,"Rutherford, Tennessee, US",39,39,39,39
84047151,Tennessee,"Scott, Tennessee, US",0,0,0,0
84047153,Tennessee,"Sequatchie, Tennessee, US",0,0,0,0
84047155,Tennessee,"Sevier, Tennessee, US",3,3,4,4
84047157,Tennessee,"Shelby, Tennessee, US",223,224,224,229
84047159,Tennessee,"Smith, Tennessee, US",2,2,2,2
84047161,Tennessee,"Stewart, Tennessee, US",0,0,0,0
84047163,Tennessee,"Sullivan, Tennessee, US",4,4,5,5
84047165,Tennessee,"Sumner, Tennessee, US",56,56,56,57
84047167,Tennessee,"Tipton, Tennessee, US",7,7,7,7
84047169,Tennessee,"Trousdale, Tennessee, US",5,5,5,5
84047171,Tennessee,"Unicoi, Tennessee, US",0,0,0,0
84047173,Tennessee,"Union, Tennessee, US",0,0,0,0
84047175,Tennessee,"Van Buren, Tennessee, US",0,0,0,0
84047177,Tennessee,"Warren, Tennessee, US",0,0,0,0
84047179,Tennessee,"Washington, Tennessee, US",0,0,0,0
84047181,Tennessee,"Wayne, Tennessee, US",0,0,0,0
84047183,Tennessee,"Weakley, Tennessee, US",1,1,1,1
84047185,Tennessee,"White, Tennessee, US",3,3,3,3
84047187,Tennessee,"Williamson, Tennessee, US",16,16,16,16
84047189,Tennessee,"Wilson, Tennessee, US",17,17,17,17
84048001,Texas,"Anderson, Texas, US",3,3,3,3
84048003,Texas,"Andrews, Texas, US",2,2,2,2
84048005,Texas,"Angelina, Texas, US",9,9,9,12
84048007,Texas,"Aransas, Texas, US",0,0,0,0
84048009,Texas,"Archer, Texas, US",0,0,0,0
84048011,Texas,"Armstrong, Texas, US",0,0,0,0
84048013,Texas,"Atascosa, Texas, US",2,2,2,2
84048015,Texas,"Austin, Texas, US",0,0,0,0
84048017,Texas,"Bailey, Texas, US",1,1,1,1
84048019,Texas,"Bandera, Texas, US",0,0,0,0
84048021,Texas,"Bastrop, Texas, US",11,11,11,11
84048023,Texas,"Baylor, Texas, US",0,0,0,0
84048025,Texas,"Bee, Texas, US",0,0,0,0
84048027,Texas,"Bell, Texas, US",14,14,14,14
84048029,Texas,"Bexar, Texas, US",166,184,195,201
84048031,Texas,"Blanco, Texas, US",1,1,1,1
84048033,Texas,"Borden, Texas, US",0,0,0,0
84048035,Texas,"Bosque, Texas, US",0,0,0,0
84048037,Texas,"Bowie, Texas, US",15,15,16,16
84048039,Texas,"Brazoria, Texas, US",25,25,28,28
84048041,Texas,"Brazos, Texas, US",35,35,35,35
84048043,Texas,"Brewster, Texas, US",1,1,1,1
84048045,Texas,"Briscoe, Texas, US",1,1,1,1
84048047,Texas,"Brooks, Texas, US",0,0,0,0
84048049,Texas,"Brown, Texas, US",13,13,13,13
84048051,Texas,"Burleson, Texas, US",0,0,0,0
84048053,Texas,"Burnet, Texas, US",3,3,3,3
84048055,Texas,"Caldwell, Texas, US",5,5,5,5
84048057,Texas,"Calhoun, Texas, US",3,3,3,3
84048059,Texas,"Callahan, Texas, US",2,2,2,2
84048061,Texas,"Cameron, Texas, US",77,79,79,79
84048063,Texas,"Camp, Texas, US",2,2,2,2
84048065,Texas,"Carson, Texas, US",0,0,0,0
84048067,Texas,"Cass, Texas, US",2,3,3,3
84048069,Texas,"Castro, Texas, US",1,1,1,1
84048071,Texas,"Chambers, Texas, US",2,2,2,2
84048073,Texas,"Cherokee, Texas, US",2,2,2,2
84048075,Texas,"Childress, Texas, US",0,0,0,0
84048077,Texas,"Clay, Texas, US",0,0,0,0
84048079,Texas,"Cochran, Texas, US",0,0,0,0
84048081,Texas,"Coke, Texas, US",1,1,1,1
84048083,Texas,"Coleman, Texas, US",0,0,0,0
84048085,Texas,"Collin, Texas, US",56,56,56,58
84048087,Texas,"Collingsworth, Texas, US",0,0,0,0
84048089,Texas,"Colorado, Texas, US",0,0,0,0
84048091,Texas,"Comal, Texas, US",21,22,22,29
84048093,Texas,"Comanche, Texas, US",2,2,2,2
84048095,Texas,"Concho, Texas, US",0,0,0,0
84048097,Texas,"Cooke, Texas, US",0,0,0,0
84048099,Texas,"Coryell, Texas, US",2,2,2,3
84048101,Texas,"Cottle, Texas, US",1,1,1,1
84048103,Texas,"Crane, Texas, US",9,9,9,9
84048105,Texas,"Crockett, Texas, US",0,0,1,1
84048107,Texas,"Crosby, Texas, US",2,2,2,2
84048109,Texas,"Culberson, Texas, US",1,1,1,1
84048111,Texas,"Dallam, Texas, US",1,1,1,1
84048113,Texas,"Dallas, Texas, US",449,451,457,477
84048115,Texas,"Dawson, Texas, US",1,1,1,1
84048117,Texas,"Deaf Smith, Texas, US",17,17,17,17
84048119,Texas,"Delta, Texas, US",0,0,0,0
84048121,Texas,"Denton, Texas, US",39,40,40,40
84048123,Texas,"DeWitt, Texas, US",3,3,3,3
84048125,Texas,"Dickens, Texas, US",0,0,0,0
84048127,Texas,"Dimmit, Texas, US",0,0,0,0
84048129,Texas,"Donley, Texas, US",0,0,0,0
84048131,Texas,"Duval, Texas, US",0,0,0,0
84048133,Texas,"Eastland, Texas, US",0,0,0,0
84048135,Texas,"Ector, Texas, US",14,14,14,19
84048137,Texas,"Edwards, Texas, US",0,0,0,0
84048139,Texas,"Ellis, Texas, US",20,20,20,21
84048141,Texas,"El Paso, Texas, US",150,151,152,152
84048143,Texas,"Erath, Texas, US",1,1,1,1
84048145,Texas,"Falls, Texas, US",0,0,0,0
84048147,Texas,"Fannin, Texas, US",8,8,8,8
84048149,Texas,"Fayette, Texas, US",3,3,4,4
84048151,Texas,"Fisher, Texas, US",1,1,1,1
84048153,Texas,"Floyd, Texas, US",1,1,1,2
84048155,Texas,"Foard, Texas, US",0,0,0,0
84048157,Texas,"Fort Bend, Texas, US",61,62,63,63
84048159,Texas,"Franklin, Texas, US",1,1,1,1
84048161,Texas,"Freestone, Texas, US",0,0,0,0
84048163,Texas,"Frio, Texas, US",0,0,0,0
84048165,Texas,"Gaines, Texas, US",0,0,0,0
84048167,Texas,"Galveston, Texas, US",54,54,54,54
84048169,Texas,"Garza, Texas, US",1,1,1,1
84048171,Texas,"Gillespie, Texas, US",0,0,0,0
84048173,Texas,"Glasscock, Texas, US",0,0,0,0
84048175,Texas,"Goliad, Texas, US",0,0,0,0
84048177,Texas,"Gonzales, Texas, US",4,4,4,4
84048179,Texas,"Gray, Texas, US",4,4,4,4
84048181,Texas,"Grayson, Texas, US",7,7,7,7
84048183,Texas,"Gregg, Texas, US",13,13,13,15
84048185,Texas,"Grimes, Texas, US",2,2,2,2
84048187,Texas,"Guadalupe, Texas, US",3,3,3,3
84048189,Texas,"Hale, Texas, US",11,11,11,11
84048191,Texas,"Hall, Texas, US",1,1,1,1
84048193,Texas,"Hamilton, Texas, US",1,1,1,1
84048195,Texas,"Hansford, Texas, US",2,2,2,2
84048197,Texas,"Hardeman, Texas, US",0,0,0,0
84048199,Texas,"Hardin, Texas, US",5,5,5,5
84048201,Texas,"Harris, Texas, US",455,458,466,473
84048203,Texas,"Harrison, Texas, US",31,31,31,31
84048205,Texas,"Hartley, Texas, US",2,2,2,2
84048207,Texas,"Haskell, Texas, US",0,0,0,0
84048209,Texas,"Hays, Texas, US",11,11,11,11
84048211,Texas,"Hemphill, Texas, US",0,0,0,0
84048213,Texas,"Henderson, Texas, US",4,4,4,5
84048215,Texas,"Hidalgo, Texas, US",123,142,150,150
84048217,Texas,"Hill, Texas, US",2,2,2,2
84048219,Texas,"Hockley, Texas, US",1,1,1,1
84048221,Texas,"Hood, Texas, US",5,5,5,5
84048223,Texas,"Hopkins, Texas, US",1,1,1,1
84048225,Texas,"Houston, Texas, US",0,0,0,0
84048227,Texas,"Howard, Texas, US",1,1,1,1
84048229,Texas,"Hudspeth, Texas, US",0,0,0,0
84048231,Texas,"Hunt, Texas, US",8,8,8,8
84048233,Texas,"Hutchinson, Texas, US",0,0,0,0
84048235,Texas,"Irion, Texas, US",0,0,0,0
84048237,Texas,"Jack, Texas, US",0,0,0,0
84048239,Texas,"Jackson, Texas, US",1,1,1,1
84048241,Texas,"Jasper, Texas, US",1,1,1,1
84048243,Texas,"Jeff Davis, Texas, US",0,0,0,0
84048245,Texas,"Jefferson, Texas, US",39,39,39,42
84048247,Texas,"Jim Hogg, Texas, US",0,0,0,0
84048249,Texas,"Jim Wells, Texas, US",0,0,0,0
84048251,Texas,"Johnson, Texas, US",4,4,4,4
84048253,Texas,"Jones, Texas, US",0,0,0,0
84048255,Texas,"Karnes, Texas, US",0,0,0,0
84048257,Texas,"Kaufman, Texas, US",5,5,5,5
84048259,Texas,"Kendall, Texas, US",0,0,0,0
84048261,Texas,"Kenedy, Texas, US",0,0,0,0
84048263,Texas,"Kent, Texas, US",0,0,0,0
84048265,Texas,"Kerr, Texas, US",1,1,1,1
84048267,Texas,"Kimble, Texas, US",0,0,0,0
84048269,Texas,"King, Texas, US",0,0,0,0
84048271,Texas,"Kinney, Texas, US",0,0,0,0
84048273,Texas,"Kleberg, Texas, US",1,1,1,1
84048275,Texas,"Knox, Texas, US",0,0,0,0
84048277,Texas,"Lamar, Texas, US",14,14,14,14
84048279,Texas,"Lamb, Texas, US",0,0,0,0
84048281,Texas,"Lampasas, Texas, US",0,0,0,0
84048283,Texas,"La Salle, Texas, US",0,0,0,0
84048285,Texas,"Lavaca, Texas, US",1,1,1,1
84048287,Texas,"Lee, Texas, US",3,3,3,3
84048289,Texas,"Leon, Texas, US",0,0,0,0
84048291,Texas,"Liberty, Texas, US",3,3,3,3
84048293,Texas,"Limestone, Texas, US",1,1,1,1
84048295,Texas,"Lipscomb, Texas, US",0,0,0,0
84048297,Texas,"Live Oak, Texas, US",0,0,0,0
84048299,Texas,"Llano, Texas, US",0,0,0,0
84048301,Texas,"Loving, Texas, US",0,0,0,0
84048303,Texas,"Lubbock, Texas, US",60,60,60,63
84048305,Texas,"Lynn, Texas, US",1,1,1,2
84048307,Texas,"McCulloch, Texas, US",0,0,0,0
84048309,Texas,"McLennan, Texas, US",15,16,17,19
84048311,Texas,"McMullen, Texas, US",0,0,0,0
84048313,Texas,"Madison, Texas, US",0,0,0,0
84048315,Texas,"Marion, Texas, US",1,1,2,2
84048317,Texas,"Martin, Texas, US",1,1,1,1
84048319,Texas,"Mason, Texas, US",0,0,0,0
84048321,Texas,"Matagorda, Texas, US",5,5,5,5
84048323,Texas,"Maverick, Texas, US",7,7,7,7
84048325,Texas,"Medina, Texas, US",3,3,3,3
84048327,Texas,"Menard, Texas, US",0,0,0,0
