UID,Key,6/1/20,6/2/20,6/3/20,6/4/20
84031005,"Arthur, Nebraska, US",0,0,0,0
84031007,"Banner, Nebraska, US",0,0,0,0
84031009,"Blaine, Nebraska, US",0,0,0,0
84031011,"Boone, Nebraska, US",0,0,0,0
84031013,"Box Butte, Nebraska, US",0,0,0,0
84031015,"Boyd, Nebraska, US",0,0,0,0
84031017,"Brown, Nebraska, US",0,0,0,0
84031019,"Buffalo, Nebraska, US",1,1,1,1
84031021,"Burt, Nebraska, US",0,0,0,0
84031023,"Butler, Nebraska, US",0,0,0,0
84031025,"Cass, Nebraska, US",0,0,0,0
84031027,"Cedar, Nebraska, US",0,0,0,0
84031029,"Chase, Nebraska, US",0,0,0,0
84031031,"Cherry, Nebraska, US",0,0,0,0
84031033,"Cheyenne, Nebraska, US",0,0,0,0
84031035,"Clay, Nebraska, US",0,0,0,0
84031037,"Colfax, Nebraska, US",2,2,2,4
84031039,"Cuming, Nebraska, US",0,0,0,0
84031041,"Custer, Nebraska, US",4,4,4,4
84031043,"Dakota, Nebraska, US",15,15,15,20
84031045,"Dawes, Nebraska, US",0,0,0,0
84031047,"Dawson, Nebraska, US",7,7,7,7
84031049,"Deuel, Nebraska, US",0,0,0,0
84031051,"Dixon, Nebraska, US",0,0,0,0
84031053,"Dodge, Nebraska, US",1,1,1,1
84031055,"Douglas, Nebraska, US",23,23,23,34
84031057,"Dundy, Nebraska, US",0,0,0,0
84031059,"Fillmore, Nebraska, US",0,0,0,0
84031061,"Franklin, Nebraska, US",0,0,0,0
84031063,"Frontier, Nebraska, US",0,0,0,0
84031065,"Furnas, Nebraska, US",0,0,0,0
84031067,"Gage, Nebraska, US",4,4,4,4
84031069,"Garden, Nebraska, US",0,0,0,0
84031071,"Garfield, Nebraska, US",0,0,0,0
84031073,"Gosper, Nebraska, US",0,0,0,0
84031075,"Grant, Nebraska, US",0,0,0,0
84031077,"Greeley, Nebraska, US",0,0,0,0
84031079,"Hall, Nebraska, US",39,39,39,42
84031081,"Hamilton, Nebraska, US",10,10,10,11
84031083,"Harlan, Nebraska, US",0,0,0,0
84031085,"Hayes, Nebraska, US",0,0,0,0
84031087,"Hitchcock, Nebraska, US",0,0,0,0
84031089,"Holt, Nebraska, US",0,0,0,0
84031091,"Hooker, Nebraska, US",0,0,0,0
84031093,"Howard, Nebraska, US",0,0,0,4
84031095,"Jefferson, Nebraska, US",0,0,0,0
84031097,"Johnson, Nebraska, US",0,0,0,0
84031099,"Kearney, Nebraska, US",0,0,0,0
84031101,"Keith, Nebraska, US",0,0,0,0
84031103,"Keya Paha, Nebraska, US",0,0,0,0
84031105,"Kimball, Nebraska, US",0,0,0,0
84031107,"Knox, Nebraska, US",0,0,0,0
84031109,"Lancaster, Nebraska, US",6,6,6,9
84031111,"Lincoln, Nebraska, US",2,2,2,2
84031113,"Logan, Nebraska, US",0,0,0,0
84031115,"Loup, Nebraska, US",0,0,0,0
84031117,"McPherson, Nebraska, US",0,0,0,0
84031119,"Madison, Nebraska, US",3,3,3,4
84031121,"Merrick, Nebraska, US",0,0,0,0
84031123,"Morrill, Nebraska, US",0,0,0,0
84031125,"Nance, Nebraska, US",0,0,0,0
84031127,"Nemaha, Nebraska, US",0,0,0,0
84031129,"Nuckolls, Nebraska, US",0,0,0,0
84031131,"Otoe, Nebraska, US",0,0,0,0
84031133,"Pawnee, Nebraska, US",0,0,0,0
84031135,"Perkins, Nebraska, US",0,0,0,0
84031137,"Phelps, Nebraska, US",0,0,0,0
84031139,"Pierce, Nebraska, US",0,0,0,0
84031141,"Platte, Nebraska, US",1,1,1,1
84031143,"Polk, Nebraska, US",0,0,0,0
84031145,"Red Willow, Nebraska, US",0,0,0,0
84031147,"Richardson, Nebraska, US",0,0,0,0
84031149,"Rock, Nebraska, US",0,0,0,0
84031151,"Saline, Nebraska, US",1,1,1,2
84031153,"Sarpy, Nebraska, US",2,2,2,4
84031155,"Saunders, Nebraska, US",1,1,1,1
84031157,"Scotts Bluff, Nebraska, US",0,0,0,0
84031159,"Seward, Nebraska, US",1,1,1,1
84031161,"Sheridan, Nebraska, US",0,0,0,0
84031163,"Sherman, Nebraska, US",0,0,0,0
84031165,"Sioux, Nebraska, US",0,0,0,0
84031167,"Stanton, Nebraska, US",0,0,0,0
84031169,"Thayer, Nebraska, US",0,0,0,0
84031171,"Thomas, Nebraska, US",0,0,0,0
84031173,"Thurston, Nebraska, US",0,0,0,0
84031175,"Valley, Nebraska, US",0,0,0,0
84031177,"Washington, Nebraska, US",1,1,1,1
84031179,"Wayne, Nebraska, US",0,0,0,0
84031181,"Webster, Nebraska, US",0,0,0,0
84031183,"Wheeler, Nebraska, US",0,0,0,0
84031185,"York, Nebraska, US",0,0,0,0
84032001,"Churchill, Nevada, US",1,1,1,1
84032003,"Clark, Nevada, US",343,343,355,355
84032005,"Douglas, Nevada, US",0,0,0,0
84032007,"Elko, Nevada, US",1,1,1,1
84032009,"Esmeralda, Nevada, US",0,0,0,0
84032011,"Eureka, Nevada, US",0,0,0,0
84032013,"Humboldt, Nevada, US",4,4,4,4
84032015,"Lander, Nevada, US",0,0,0,0
84032017,"Lincoln, Nevada, US",0,0,0,0
84032019,"Lyon, Nevada, US",1,1,1,1
84032021,"Mineral, Nevada, US",0,0,0,0
84032023,"Nye, Nevada, US",2,2,2,2
84032027,"Pershing, Nevada, US",0,0,0,0
84032029,"Storey, Nevada, US",0,0,0,0
84032031,"Washoe, Nevada, US",59,59,61,61
84032033,"White Pine, Nevada, US",0,0,0,0
84032510,"Carson City, Nevada, US",4,4,4,5
84033001,"Belknap, New Hampshire, US",0,0,0,0
84033003,"Carroll, New Hampshire, US",0,0,0,0
84033005,"Cheshire, New Hampshire, US",2,2,2,2
84033007,"Coos, New Hampshire, US",0,0,0,0
84033009,"Grafton, New Hampshire, US",1,1,1,1
84033011,"Hillsborough, New Hampshire, US",139,148,155,162
84033013,"Merrimack, New Hampshire, US",14,15,17,18
84033015,"Rockingham, New Hampshire, US",75,76,76,76
84033017,"Strafford, New Hampshire, US",13,13,13,13
84033019,"Sullivan, New Hampshire, US",1,1,1,1
84034001,"Atlantic, New Jersey, US",159,162,163,164
84034003,"Bergen, New Jersey, US",1580,1584,1595,1603
84034005,"Burlington, New Jersey, US",294,297,302,307
84034007,"Camden, New Jersey, US",338,339,346,352
84034009,"Cape May, New Jersey, US",49,50,50,50
84034011,"Cumberland, New Jersey, US",75,78,79,79
84034013,"Essex, New Jersey, US",1667,1672,1687,1694
84034015,"Gloucester, New Jersey, US",148,148,149,150
84034017,"Hudson, New Jersey, US",1183,1188,1192,1199
84034019,"Hunterdon, New Jersey, US",60,60,61,61
84034021,"Mercer, New Jersey, US",475,477,485,492
84034023,"Middlesex, New Jersey, US",996,997,1004,1015
84034025,"Monmouth, New Jersey, US",599,608,619,627
84034027,"Morris, New Jersey, US",616,617,619,622
84034029,"Ocean, New Jersey, US",740,743,755,763
84034031,"Passaic, New Jersey, US",929,931,940,954
84034033,"Salem, New Jersey, US",41,42,44,46
84034035,"Somerset, New Jersey, US",419,419,423,423
84034037,"Sussex, New Jersey, US",149,149,149,149
84034039,"Union, New Jersey, US",1074,1078,1086,1088
84034041,"Warren, New Jersey, US",132,132,132,132
84035001,"Bernalillo, New Mexico, US",71,72,72,73
84035003,"Catron, New Mexico, US",1,1,1,1
84035005,"Chaves, New Mexico, US",2,2,2,2
84035006,"Cibola, New Mexico, US",5,6,6,6
84035007,"Colfax, New Mexico, US",0,0,0,0
84035009,"Curry, New Mexico, US",0,0,0,0
84035011,"De Baca, New Mexico, US",0,0,0,0
84035013,"Dona Ana, New Mexico, US",3,3,3,3
84035015,"Eddy, New Mexico, US",1,1,1,1
84035017,"Grant, New Mexico, US",0,0,0,0
84035019,"Guadalupe, New Mexico, US",0,0,0,0
84035021,"Harding, New Mexico, US",0,0,0,0
84035023,"Hidalgo, New Mexico, US",0,0,0,0
84035025,"Lea, New Mexico, US",0,0,0,0
84035027,"Lincoln, New Mexico, US",0,0,0,0
84035028,"Los Alamos, New Mexico, US",0,0,0,0
84035029,"Luna, New Mexico, US",1,1,1,1
84035031,"McKinley, New Mexico, US",112,114,119,124
84035033,"Mora, New Mexico, US",0,0,0,0
84035035,"Otero, New Mexico, US",3,3,3,3
84035037,"Quay, New Mexico, US",1,1,1,1
84035039,"Rio Arriba, New Mexico, US",1,1,1,1
84035041,"Roosevelt, New Mexico, US",0,0,0,0
84035043,"Sandoval, New Mexico, US",27,27,27,27
84035045,"San Juan, New Mexico, US",123,124,127,129
84035047,"San Miguel, New Mexico, US",0,0,0,0
84035049,"Santa Fe, New Mexico, US",3,3,3,3
84035051,"Sierra, New Mexico, US",0,0,0,0
84035053,"Socorro, New Mexico, US",5,5,5,5
84035055,"Taos, New Mexico, US",0,0,0,0
84035057,"Torrance, New Mexico, US",1,1,1,1
84035059,"Union, New Mexico, US",0,0,0,0
84035061,"Valencia, New Mexico, US",2,2,2,2
84036001,"Albany, New York, US",112,112,112,112
84036003,"Allegany, New York, US",0,0,0,0
84036005,"Bronx, New York, US",0,0,0,0
84036007,"Broome, New York, US",44,44,44,45
84036009,"Cattaraugus, New York, US",0,0,0,0
84036011,"Cayuga, New York, US",1,1,1,1
84036013,"Chautauqua, New York, US",4,4,4,4
84036015,"Chemung, New York, US",1,1,1,1
84036017,"Chenango, New York, US",0,0,0,0
84036019,"Clinton, New York, US",4,4,4,4
84036021,"Columbia, New York, US",34,34,34,34
84036023,"Cortland, New York, US",0,0,0,0
84036025,"Delaware, New York, US",4,4,4,4
84036027,"Dutchess, New York, US",142,142,142,142
84036029,"Erie, New York, US",524,524,524,549
84036031,"Essex, New York, US",0,0,0,0
84036033,"Franklin, New York, US",0,0,0,0
84036035,"Fulton, New York, US",18,18,18,18
84036037,"Genesee, New York, US",4,4,4,5
84036039,"Greene, New York, US",18,18,18,18
84036041,"Hamilton, New York, US",0,0,0,0
84036043,"Herkimer, New York, US",3,3,3,3
84036045,"Jefferson, New York, US",0,0,0,0
84036047,"Kings, New York, US",0,0,0,0
84036049,"Lewis, New York, US",0,0,0,0
84036051,"Livingston, New York, US",7,7,7,7
84036053,"Madison, New York, US",10,10,10,15
84036055,"Monroe, New York, US",216,216,216,230
84036057,"Montgomery, New York, US",4,4,4,4
84036059,"Nassau, New York, US",2125,2127,2130,2132
84036061,"New York City, New York, US",21607,21649,21688,21752
84036063,"Niagara, New York, US",65,65,65,70
84036065,"Oneida, New York, US",49,49,49,58
84036067,"Onondaga, New York, US",139,139,139,149
84036069,"Ontario, New York, US",9,9,9,9
84036071,"Orange, New York, US",444,444,444,444
84036073,"Orleans, New York, US",37,37,37,41
84036075,"Oswego, New York, US",3,3,3,3
84036077,"Otsego, New York, US",5,5,5,5
84036079,"Putnam, New York, US",60,60,60,60
84036081,"Queens, New York, US",0,0,0,0
84036083,"Rensselaer, New York, US",28,28,28,28
84036085,"Richmond, New York, US",0,0,0,0
84036087,"Rockland, New York, US",646,646,646,655
84036089,"St. Lawrence, New York, US",2,2,2,2
84036091,"Saratoga, New York, US",14,14,14,14
84036093,"Schenectady, New York, US",29,29,29,29
84036095,"Schoharie, New York, US",0,0,0,0
84036097,"Schuyler, New York, US",0,0,0,0
84036099,"Seneca, New York, US",0,0,0,0
84036101,"Steuben, New York, US",41,41,41,41
84036103,"Suffolk, New York, US",1906,1909,1915,1916
84036105,"Sullivan, New York, US",31,31,31,31
84036107,"Tioga, New York, US",21,21,21,22
84036109,"Tompkins, New York, US",0,0,0,0
84036111,"Ulster, New York, US",77,77,77,77
84036113,"Warren, New York, US",28,28,28,28
84036115,"Washington, New York, US",13,13,13,13
84036117,"Wayne, New York, US",3,3,3,3
84036119,"Westchester, New York, US",1374,1378,1381,1385
84036121,"Wyoming, New York, US",5,5,5,5
84036123,"Yates, New York, US",6,6,6,6
84037001,"Alamance, North Carolina, US",26,26,29,29
84037003,"Alexander,North Carolina,US",0,0,0,0
84037005,"Alleghany, North Carolina, US",0,0,0,0
84037007,"Anson, North Carolina, US",1,1,1,1
84037009,"Ashe, North Carolina, US",0,0,0,0
84037011,"Avery, North Carolina, US",0,0,0,0
84037013,"Beaufort, North Carolina, US",0,0,0,0
84037015,"Bertie, North Carolina, US",4,4,4,4
84037017,"Bladen, North Carolina, US",2,2,2,2
84037019,"Brunswick, North Carolina, US",2,3,3,3
84037021,"Buncombe, North Carolina, US",24,29,30,30
84037023,"Burke, North Carolina, US",15,15,16,16
84037025,"Cabarrus, North Carolina, US",22,22,22,23
84037027,"Caldwell, North Carolina, US",3,3,3,3
84037029,"Camden, North Carolina, US",0,0,0,0
84037031,"Carteret, North Carolina, US",9,9,9,3
84037033,"Caswell, North Carolina, US",1,1,1,1
84037035,"Catawba, North Carolina, US",7,7,9,9
84037037,"Chatham, North Carolina, US",26,26,27,27
84037039,"Cherokee, North Carolina, US",1,1,1,1
84037041,"Chowan, North Carolina, US",0,0,0,0
84037043,"Clay, North Carolina, US",0,0,0,0
84037045,"Cleveland, North Carolina, US",2,2,2,2
84037047,"Columbus, North Carolina, US",27,27,27,27
84037049,"Craven, North Carolina, US",5,5,5,5
84037051,"Cumberland, North Carolina, US",24,24,25,25
84037053,"Currituck, North Carolina, US",0,0,0,0
84037055,"Dare, North Carolina, US",3,3,3,1
84037057,"Davidson, North Carolina, US",13,13,13,13
84037059,"Davie, North Carolina, US",2,2,2,2
84037061,"Duplin, North Carolina, US",18,18,20,20
84037063,"Durham, North Carolina, US",47,47,49,49
84037065,"Edgecombe, North Carolina, US",9,9,9,9
84037067,"Forsyth, North Carolina, US",11,13,14,17
84037069,"Franklin, North Carolina, US",22,22,22,22
84037071,"Gaston, North Carolina, US",7,7,7,8
84037073,"Gates, North Carolina, US",1,1,1,1
84037075,"Graham, North Carolina, US",0,0,0,0
84037077,"Granville, North Carolina, US",10,10,11,12
84037079,"Greene, North Carolina, US",2,2,2,2
84037081,"Guilford, North Carolina, US",65,65,71,71
84037083,"Halifax, North Carolina, US",1,1,1,1
84037085,"Harnett, North Carolina, US",27,28,28,28
84037087,"Haywood, North Carolina, US",0,0,0,0
84037089,"Henderson, North Carolina, US",46,46,47,47
84037091,"Hertford, North Carolina, US",2,2,3,3
84037093,"Hoke, North Carolina, US",1,1,1,1
84037095,"Hyde, North Carolina, US",0,0,0,0
84037097,"Iredell, North Carolina, US",6,6,6,6
84037099,"Jackson, North Carolina, US",1,1,1,1
84037101,"Johnston, North Carolina, US",21,21,23,23
84037103,"Jones, North Carolina, US",3,3,3,3
84037105,"Lee, North Carolina, US",4,4,4,4
84037107,"Lenoir, North Carolina, US",7,7,7,7
84037109,"Lincoln, North Carolina, US",0,0,0,0
84037111,"McDowell, North Carolina, US",1,1,1,1
84037113,"Macon, North Carolina, US",1,1,1,1
84037115,"Madison, North Carolina, US",0,0,0,0
84037117,"Martin, North Carolina, US",4,4,4,4
84037119,"Mecklenburg, North Carolina, US",92,95,97,102
84037121,"Mitchell, North Carolina, US",0,0,0,0
84037123,"Montgomery, North Carolina, US",4,4,5,5
84037125,"Moore, North Carolina, US",10,10,10,11
84037127,"Nash, North Carolina, US",4,4,4,4
84037129,"New Hanover, North Carolina, US",5,5,5,5
84037131,"Northampton, North Carolina, US",14,14,14,14
84037133,"Onslow, North Carolina, US",2,2,2,2
84037135,"Orange, North Carolina, US",40,40,40,40
84037137,"Pamlico, North Carolina, US",0,0,0,0
84037139,"Pasquotank, North Carolina, US",12,12,13,13
84037141,"Pender, North Carolina, US",1,1,1,1
84037143,"Perquimans, North Carolina, US",2,2,2,2
84037145,"Person, North Carolina, US",1,1,1,1
84037147,"Pitt, North Carolina, US",2,2,2,2
84037149,"Polk, North Carolina, US",4,4,4,4
84037151,"Randolph, North Carolina, US",13,13,14,14
84037153,"Richmond, North Carolina, US",3,3,3,3
84037155,"Robeson, North Carolina, US",23,23,26,26
84037157,"Rockingham, North Carolina, US",2,2,2,2
84037159,"Rowan, North Carolina, US",37,37,38,38
84037161,"Rutherford, North Carolina, US",7,7,7,7
84037163,"Sampson, North Carolina, US",4,4,4,4
84037165,"Scotland, North Carolina, US",0,0,0,0
84037167,"Stanly, North Carolina, US",4,4,4,4
84037169,"Stokes, North Carolina, US",0,0,0,0
84037171,"Surry, North Carolina, US",2,2,2,2
84037173,"Swain, North Carolina, US",0,0,0,0
84037175,"Transylvania, North Carolina, US",0,0,0,1
84037177,"Tyrrell, North Carolina, US",0,0,0,0
84037179,"Union, North Carolina, US",20,20,21,21
84037181,"Vance, North Carolina, US",22,22,23,25
84037183,"Wake, North Carolina, US",39,39,40,40
84037185,"Warren, North Carolina, US",2,2,2,2
84037187,"Washington, North Carolina, US",3,3,3,3
84037189,"Watauga, North Carolina, US",0,0,0,0
84037191,"Wayne, North Carolina, US",20,20,20,20
84037193,"Wilkes, North Carolina, US",6,6,6,6
84037195,"Wilson, North Carolina, US",10,10,11,11
84037197,"Yadkin, North Carolina, US",2,3,3,3
84037199,"Yancey, North Carolina, US",0,0,0,0
84038001,"Adams, North Dakota, US",0,0,0,0
84038003,"Barnes, North Dakota, US",0,0,0,0
84038005,"Benson, North Dakota, US",0,0,0,0
84038007,"Billings, North Dakota, US",0,0,0,0
84038009,"Bottineau, North Dakota, US",0,0,0,0
84038011,"Bowman, North Dakota, US",0,0,0,0
84038013,"Burke, North Dakota, US",0,0,0,0
84038015,"Burleigh, North Dakota, US",0,0,0,0
84038017,"Cass, North Dakota, US",44,54,55,55
84038019,"Cavalier, North Dakota, US",0,0,0,0
84038021,"Dickey, North Dakota, US",0,0,0,0
84038023,"Divide, North Dakota, US",0,0,0,0
84038025,"Dunn, North Dakota, US",0,0,0,0
84038027,"Eddy, North Dakota, US",0,0,0,0
84038029,"Emmons, North Dakota, US",1,1,1,1
84038031,"Foster, North Dakota, US",0,0,0,0
84038033,"Golden Valley, North Dakota, US",0,0,0,0
84038035,"Grand Forks, North Dakota, US",3,3,3,3
84038037,"Grant, North Dakota, US",0,0,0,0
84038039,"Griggs, North Dakota, US",0,0,0,0
84038041,"Hettinger, North Dakota, US",0,0,0,0
84038043,"Kidder, North Dakota, US",0,0,0,0
84038045,"LaMoure, North Dakota, US",0,0,0,0
84038047,"Logan, North Dakota, US",0,0,0,0
84038049,"McHenry, North Dakota, US",1,1,1,1
84038051,"McIntosh, North Dakota, US",0,0,0,0
84038053,"McKenzie, North Dakota, US",0,0,0,0
84038055,"McLean, North Dakota, US",0,0,0,0
84038057,"Mercer, North Dakota, US",0,0,0,0
84038059,"Morton, North Dakota, US",2,2,2,2
84038061,"Mountrail, North Dakota, US",0,0,0,0
84038063,"Nelson, North Dakota, US",0,0,0,0
84038065,"Oliver, North Dakota, US",0,0,0,0
84038067,"Pembina, North Dakota, US",0,0,0,0
84038069,"Pierce, North Dakota, US",0,0,0,0
84038071,"Ramsey, North Dakota, US",1,1,1,1
84038073,"Ransom, North Dakota, US",0,0,0,0
84038075,"Renville, North Dakota, US",0,0,0,0
84038077,"Richland, North Dakota, US",0,0,0,0
84038079,"Rolette, North Dakota, US",0,0,0,0
84038081,"Sargent, North Dakota, US",0,0,0,0
84038083,"Sheridan, North Dakota, US",0,0,0,0
84038085,"Sioux, North Dakota, US",0,0,0,0
84038087,"Slope, North Dakota, US",0,0,0,0
84038089,"Stark, North Dakota, US",2,2,2,2
84038091,"Steele, North Dakota, US",0,0,0,0
84038093,"Stutsman, North Dakota, US",0,0,0,0
84038095,"Towner, North Dakota, US",0,0,0,0
84038097,"Traill, North Dakota, US",0,0,0,0
84038099,"Walsh, North Dakota, US",0,0,0,0
84038101,"Ward, North Dakota, US",1,1,1,1
84038103,"Wells, North Dakota, US",0,0,0,0
84038105,"Williams, North Dakota, US",0,0,0,0
84039001,"Adams, Ohio, US",1,1,1,1
84039003,"Allen, Ohio, US",33,33,33,33
84039005,"Ashland, Ohio, US",0,0,0,0
84039007,"Ashtabula, Ohio, US",35,35,37,38
84039009,"Athens, Ohio, US",1,1,1,1
84039011,"Auglaize, Ohio, US",3,3,3,3
84039013,"Belmont, Ohio, US",13,13,14,15
84039015,"Brown, Ohio, US",1,1,1,1
84039017,"Butler, Ohio, US",31,32,33,32
84039019,"Carroll, Ohio, US",3,3,3,3
84039021,"Champaign, Ohio, US",1,1,1,1
84039023,"Clark, Ohio, US",6,7,7,7
84039025,"Clermont, Ohio, US",5,5,5,5
84039027,"Clinton, Ohio, US",1,1,1,1
84039029,"Columbiana, Ohio, US",52,52,52,52
84039031,"Coshocton, Ohio, US",0,0,0,0
84039033,"Crawford, Ohio, US",4,4,4,4
84039035,"Cuyahoga, Ohio, US",241,245,247,259
84039037,"Darke, Ohio, US",22,23,23,23
84039039,"Defiance, Ohio, US",2,2,2,2
84039041,"Delaware, Ohio, US",13,13,14,14
84039043,"Erie, Ohio, US",14,16,16,16
84039045,"Fairfield, Ohio, US",6,7,8,8
84039047,"Fayette, Ohio, US",0,0,0,0
84039049,"Franklin, Ohio, US",271,279,290,293
84039051,"Fulton, Ohio, US",0,0,0,0
84039053,"Gallia, Ohio, US",1,1,1,1
84039055,"Geauga, Ohio, US",32,33,33,34
84039057,"Greene, Ohio, US",5,5,5,5
84039059,"Guernsey, Ohio, US",1,2,2,2
84039061,"Hamilton, Ohio, US",151,156,164,167
84039063,"Hancock, Ohio, US",1,1,1,1
84039065,"Hardin, Ohio, US",0,0,0,0
84039067,"Harrison, Ohio, US",0,0,0,0
84039069,"Henry, Ohio, US",0,0,0,0
84039071,"Highland, Ohio, US",1,1,1,1
84039073,"Hocking, Ohio, US",5,5,5,5
84039075,"Holmes, Ohio, US",1,1,3,3
84039077,"Huron, Ohio, US",1,1,1,1
84039079,"Jackson, Ohio, US",0,0,0,0
84039081,"Jefferson, Ohio, US",2,2,2,2
84039083,"Knox, Ohio, US",1,1,1,1
84039085,"Lake, Ohio, US",13,12,12,12
84039087,"Lawrence, Ohio, US",0,0,0,1
84039089,"Licking, Ohio, US",10,10,10,10
84039091,"Logan, Ohio, US",0,0,0,0
84039093,"Lorain, Ohio, US",59,59,60,60
84039095,"Lucas, Ohio, US",248,252,256,263
84039097,"Madison, Ohio, US",7,7,7,7
84039099,"Mahoning, Ohio, US",178,186,188,191
84039101,"Marion, Ohio, US",28,30,31,31
84039103,"Medina, Ohio, US",24,23,23,25
84039105,"Meigs, Ohio, US",0,0,0,0
84039107,"Mercer, Ohio, US",7,7,7,8
84039109,"Miami, Ohio, US",30,30,30,30
84039111,"Monroe, Ohio, US",14,14,14,15
84039113,"Montgomery, Ohio, US",16,16,16,16
84039115,"Morgan, Ohio, US",0,0,0,0
84039117,"Morrow, Ohio, US",1,1,1,1
84039119,"Muskingum, Ohio, US",0,1,1,1
84039121,"Noble, Ohio, US",0,0,0,0
84039123,"Ottawa, Ohio, US",16,18,17,17
84039125,"Paulding, Ohio, US",0,0,0,0
84039127,"Perry, Ohio, US",1,1,1,1
84039129,"Pickaway, Ohio, US",37,37,37,38
84039131,"Pike, Ohio, US",0,0,0,0
84039133,"Portage, Ohio, US",57,57,57,57
84039135,"Preble, Ohio, US",1,1,1,1
84039137,"Putnam, Ohio, US",14,14,14,14
84039139,"Richland, Ohio, US",3,3,3,4
84039141,"Ross, Ohio, US",2,2,2,2
84039143,"Sandusky, Ohio, US",11,11,12,12
84039145,"Scioto, Ohio, US",0,0,0,0
84039147,"Seneca, Ohio, US",2,2,2,2
84039149,"Shelby, Ohio, US",3,3,3,3
84039151,"Stark, Ohio, US",92,98,99,101
84039153,"Summit, Ohio, US",176,180,181,181
84039155,"Trumbull, Ohio, US",50,50,51,51
84039157,"Tuscarawas, Ohio, US",3,4,4,4
84039159,"Union, Ohio, US",1,1,1,1
84039161,"Van Wert, Ohio, US",0,0,0,0
84039163,"Vinton, Ohio, US",2,2,2,2
84039165,"Warren, Ohio, US",21,21,21,21
84039167,"Washington, Ohio, US",19,19,19,19
84039169,"Wayne, Ohio, US",50,51,51,51
84039171,"Williams, Ohio, US",1,1,1,1
84039173,"Wood, Ohio, US",47,47,48,49
84039175,"Wyandot, Ohio, US",2,2,2,2
84040001,"Adair, Oklahoma, US",3,3,4,4
84040003,"Alfalfa, Oklahoma, US",0,0,0,0
84040005,"Atoka, Oklahoma, US",0,0,0,0
84040007,"Beaver, Oklahoma, US",0,0,0,0
84040009,"Beckham, Oklahoma, US",0,0,0,0
84040011,"Blaine, Oklahoma, US",0,0,0,0
84040013,"Bryan, Oklahoma, US",1,1,1,1
84040015,"Caddo, Oklahoma, US",10,10,10,10
84040017,"Canadian, Oklahoma, US",3,3,3,3
84040019,"Carter, Oklahoma, US",1,1,1,1
84040021,"Cherokee, Oklahoma, US",1,1,1,1
84040023,"Choctaw, Oklahoma, US",1,1,1,1
84040025,"Cimarron, Oklahoma, US",0,0,0,0
84040027,"Cleveland, Oklahoma, US",37,37,37,37
84040029,"Coal, Oklahoma, US",0,0,0,0
84040031,"Comanche, Oklahoma, US",3,3,3,3
84040033,"Cotton, Oklahoma, US",2,2,2,2
84040035,"Craig, Oklahoma, US",0,0,0,0
84040037,"Creek, Oklahoma, US",7,7,7,7
84040039,"Custer, Oklahoma, US",0,0,0,0
84040041,"Delaware, Oklahoma, US",16,16,16,16
84040043,"Dewey, Oklahoma, US",0,0,0,0
84040045,"Ellis, Oklahoma, US",0,0,0,0
84040047,"Garfield, Oklahoma, US",1,1,1,1
84040049,"Garvin, Oklahoma, US",1,1,1,1
84040051,"Grady, Oklahoma, US",3,3,3,3
84040053,"Grant, Oklahoma, US",0,0,0,0
84040055,"Greer, Oklahoma, US",7,7,7,7
84040057,"Harmon, Oklahoma, US",0,0,0,0
84040059,"Harper, Oklahoma, US",0,0,0,0
84040061,"Haskell, Oklahoma, US",0,0,0,0
84040063,"Hughes, Oklahoma, US",0,0,0,0
84040065,"Jackson, Oklahoma, US",3,3,3,3
84040067,"Jefferson, Oklahoma, US",0,0,0,0
84040069,"Johnston, Oklahoma, US",0,0,0,0
84040071,"Kay, Oklahoma, US",7,7,7,7
84040073,"Kingfisher, Oklahoma, US",0,0,0,0
84040075,"Kiowa, Oklahoma, US",0,0,0,0
84040077,"Latimer, Oklahoma, US",1,1,1,1
84040079,"Le Flore, Oklahoma, US",1,1,1,1
84040081,"Lincoln, Oklahoma, US",2,2,2,2
84040083,"Logan, Oklahoma, US",1,1,1,1
84040085,"Love, Oklahoma, US",0,0,0,0
84040087,"McClain, Oklahoma, US",3,3,3,3
84040089,"McCurtain, Oklahoma, US",1,1,1,1
84040091,"McIntosh, Oklahoma, US",1,1,1,1
84040093,"Major, Oklahoma, US",1,1,1,1
84040095,"Marshall, Oklahoma, US",0,0,0,0
84040097,"Mayes, Oklahoma, US",4,4,4,4
84040099,"Murray, Oklahoma, US",0,0,0,0
84040101,"Muskogee, Oklahoma, US",6,6,6,6
84040103,"Noble, Oklahoma, US",0,0,0,0
84040105,"Nowata, Oklahoma, US",0,0,0,0
84040107,"Okfuskee, Oklahoma, US",0,0,0,0
84040109,"Oklahoma, Oklahoma, US",61,62,62,63
84040111,"Okmulgee, Oklahoma, US",0,0,0,0
84040113,"Osage, Oklahoma, US",8,8,8,8
84040115,"Ottawa, Oklahoma, US",2,2,2,2
84040117,"Pawnee, Oklahoma, US",2,2,2,2
84040119,"Payne, Oklahoma, US",1,1,1,1
84040121,"Pittsburg, Oklahoma, US",3,3,3,3
84040123,"Pontotoc, Oklahoma, US",2,2,2,2
84040125,"Pottawatomie, Oklahoma, US",4,4,4,4
84040127,"Pushmataha, Oklahoma, US",0,0,0,0
84040129,"Roger Mills, Oklahoma, US",0,0,0,0
84040131,"Rogers, Oklahoma, US",5,5,5,5
84040133,"Seminole, Oklahoma, US",2,2,2,2
84040135,"Sequoyah, Oklahoma, US",3,3,3,3
